gs.tpl1.1,growthForm,vesselSize,vesselNumber
Reissantia indica,NA,0.021382465,18
Schefflera tunkinensis,NA,0.001134115,18
Symplocos celastrifolia,NA,0.006503882,18
Tabebuia stenocalyx,NA,0.00453646,18
Tieghemella heckelii,NA,0.013273229,18
Trema cannabina,NA,0.008332289,18
Xanthophyllum vitellinum,NA,0.022698007,18
Anadenanthera colubrina,NA,0.004417865,18.5
Jacaranda cuspidifolia,NA,0.005451547,18.5
Swartzia simplex,T,0.003774624,18.7
Acacia haematoxylon,NA,0.005026548,19
Alangium alpinum,NA,0.006536476,19
Bocconia arborea,NA,0.013273229,19
Bocoa alterna,NA,0.003117245,19
Canella winterana,T,0.004417865,19
Catalpa bignonioides,NA,0.025086926,19
Chilopsis linearis,S_T,0.010028749,19
Euphorbia schlechtendalii,S,0.006361725,19
Hibiscus tiliaceus,T,0.014957123,19
Licaria capitata,NA,0.006361725,19
Magnolia henryi,NA,0.004778362,19
Magnolia baillonii,NA,0.008332289,19
Schwartzia spiciflora,NA,0.003959192,19
Schefflera fragrans,NA,0.003631681,19
Shorea robusta,S_T,0.014957123,19
Streblus pendulinus,S_T,0.004185387,19
Strophanthus gratus,NA,0.0254469,19
Styrax hypargyreus,NA,0.007697687,19
Styrax guyanensis,NA,0.005674502,19
Handroanthus chrysotrichus,NA,0.007542964,19
Ziziphus pubescens,T,0.009503318,19
Radermachera glandulosa,NA,0.006585171,19.5
Laurus azorica,T,0.005152997,19.7
Arytera littoralis,NA,0.007697687,20
Brassaiopsis hainla,NA,0.013273229,20
Breviea sericea,NA,0.004185387,20
Calamus travancoricus,NA,0.013273229,20
Boerhavia africana,NA,0.006792909,20
Dolichandrone falcata,NA,0.008494867,20
Jacaranda micrantha,NA,0.006654679,20
Magnolia sinica,NA,0.007389811,20
Manilkara kauki,NA,0.007034811,20
Magnolia hypolampra,NA,0.004417865,20
Periploca aphylla,NA,0.001809557,20
Anadenanthera colubrina,NA,0.006361725,20
Plagianthus sidoides,NA,0.017671459,20
Rhamnella franguloides,NA,0.014957123,20
Salvadora persica,T,0.004185387,20
Schefflera barteri,NA,0.005281017,20
Styrax guyanensis,NA,0.004185387,20
Styrax pallidus,NA,0.005541769,20
Roseodendron chryseum,NA,0.001809557,20
Trema cannabina,S,0.006361725,20
Lactoris fernandeziana,NA,0.001320254,20.5
Schefflera gabriellae,NA,0.005165564,20.5
Styrax argenteus,T,0.005951747,20.5
Acacia caffra,NA,0.010207035,21
Alangium salviifolium,NA,0.00453646,21
Betula alnoides,NA,0.007542964,21
Carica quercifolia,NA,0.003216991,21
Polyscias maraisiana,NA,0.001590431,21
Gymnanthes hypoleuca,NA,0.003318307,21
Haenianthus salicifolius,NA,0.010386891,21
Ilex laurina,NA,0.003959192,21
Ilex cymosa,NA,0.007601476,21
Jacaranda arborea,NA,0.008824734,21
Monotes africana,NA,0.004185387,21
Microlobius foetidus,NA,0.00453646,21
Amphilophium dolichoides,NA,0.016060607,21
Bignonia microcalyx,NA,0.019359279,21
Prunus africana,NA,0.010935884,21
Pteroceltis tatarinowii,T,0.006920143,21
Sonneratia apetala,NA,0.006939778,21
Sonneratia caseolaris,NA,0.007088218,21
Strychnos panurensis,T,0.003848451,21
Symplocos pilosiuscula,NA,0.008332289,21
Symplocos polyandra,NA,0.003739281,21
Tecoma leucoxylon,NA,0.008659015,21
Alnus nepalensis,NA,0.005217007,21.9
Acacia saligna,NA,0.009160884,22
Acer caudatum,NA,0.004417865,22
Betula utilis,T,0.003525652,22
Bhesa sinica,NA,0.006361725,22
Kokoona littoralis,NA,0.003117245,22
Magnolia fistulosa,NA,0.003421194,22
Meyna spinosa,NA,0.002642079,22
Schinopsis quebracho-colorado,NA,0.017671459,22
Sessea corymbiflora,NA,0.006939778,22
Styrax suberifolius,T,0.003848451,22
Styrax oblongus,NA,0.006082123,22
Acer stachyophyllum,NA,0.001520531,23
Alangium villosum,T,0.004185387,23
Caesalpinia echinata,NA,0.008992024,23
Magnolia lucida,NA,0.006792909,23
Melanophylla alnifolia,NA,0.006082123,23
Pemphis acidula,S_T,0.003318307,23
Pinacopodium congolense,NA,0.004656626,23
Putranjiva roxburghii,NA,0.001734945,23
Schefflera macrocarpa,T,0.00430084,23
Schefflera stuhlmannii,NA,0.01960668,23
Ziziphus cinnamomum,T,0.012271846,23
Ziziphus lotus,S,0.007402378,23
Marcgravia umbellata,NA,0.017618444,23.5
Baikiaea plurijuga,T,0.003848451,24
Colutea armena,NA,0.001520531,24
Diospyros revaughanii,NA,0.000855299,24
Erythroxylum ampullaceum,NA,0.005026548,24
Ilex umbellata,NA,0.005026548,24
Licaria armeniaca,NA,0.003848451,24
Nesogordonia papaverifera,T,0.005026548,24
Rytigynia bagshawei,NA,0.004417865,24
Schefflera vitiensis,NA,0.002642079,24
Styrax benzoin,NA,0.005281017,24
Tabebuia aurea,NA,0.007542964,24
Zanthoxylum riedelianum,T,0.004417865,24
Styrax glabratus,T,0.005410608,24.5
Apuleia leiocarpa,T,0.007853982,25
Fridericia patellifera,C,0.002733971,25
Caesalpinia paraguariensis,T,0.003848451,25
Calotropis procera,NA,0.007853982,25
Ehretia microphylla,NA,0.009503318,25
Cocculus pendulus,NA,0.012867964,25
Ficus palmata,NA,0.011309734,25
Helicia nilagirica,NA,0.007853982,25
Jacaranda puberula,NA,0.005741457,25
Maclura spinosa,NA,0.020106193,25
Magnolia sargentiana,NA,0.005026548,25
Magnolia aromatica,NA,0.005281017,25
Marcgravia evenia,NA,0.013950635,25
Ochanostachys amentacea,NA,0.007542964,25
Schefflera veillonorum,NA,0.002642079,25
Symplocos fasciculata,NA,0.009676891,25
Ziziphus affinis,NA,0.010386891,25
Boniodendron minus,NA,0.001520531,26
Diospyros egrettarum,NA,0.001256637,26
Ilex versteeghii,NA,0.003959192,26
Lithraea molleoides,T,0.002042821,26
Marcgravia schippii,NA,0.003959192,26
Mastixia arborea,NA,0.010935884,26
Mastixia kaniensis,NA,0.006792909,26
Schefflera angustissima,NA,0.005410608,26
Xanthophyllum octandrum,NA,0.0254469,26
Sarcomphalus havanensis,NA,0.002827433,26
Acer sterculiaceum,NA,0.002375829,27
Casuarina glauca,NA,0.010568318,27
Delavaya yunnanensis,NA,0.007853982,27
Ilex jenmanii,NA,0.005410608,27
Knightia excelsa,T,0.005944679,27
Marcgravia oligandra,NA,0.002123717,27
Melanophylla crenata,NA,0.00664761,27
Magnolia mediocris,NA,0.005026548,27
Marcgraviastrum subsessile,NA,0.002642079,27
Ocotea puberula,T,0.011309734,27
Phlomis fruticosa,S,0.006939778,27
Schefflera goetzenii,NA,0.010207035,27
Styrax argenteus,NA,0.003019071,27
Swartzia apetala,NA,0.007238229,27
Symplocos reflexa,NA,0.005410608,27
Griselinia lucida,NA,0.003515772,27.5
Acer oblongum,NA,0.003848451,28
Fridericia triplinervia,NA,0.015174678,28
Ilex uniflora,NA,0.003117245,28
Leucopogon fasciculatus,S,0.000962113,28
Magnolia albosericea,NA,0.001963495,28
Mansoa alliacea,NA,0.012667687,28
Minquartia guianensis,T,0.005026548,28
Phyllarthron ilicifolium,NA,0.003337942,28
Psydrax subcordata,NA,0.010751315,28
Schefflera pancheri,NA,0.005026548,28
Strophanthus hispidus,NA,0.017671459,28
Bruinsmia polysperma,NA,0.006221139,28
Symplocos martinicensis,T,0.007389811,28
Tanaecium jaroba,NA,0.010207035,28
Uncaria guianensis,C,0.013478218,28
Jacaranda glabra,T,0.014235342,28.5
Carpinus viminea,T,0.003117245,29
Erythroxylum cuneatum,NA,0.004778362,29
Ilex berteroi,NA,0.002375829,29
Ilex sebertii,NA,0.003117245,29
Impatiens niamniamensis,NA,0.00453646,29
Marcgravia stonei,NA,0.003216991,29
Mastixia cuspidata,NA,0.007542964,29
Bignonia corymbosa,C,0.013892908,29
Tecoma castanifolia,NA,0.003739281,29
Ziziphus abyssinica,NA,0.005026548,29
Ziziphus mucronata,T,0.005026548,29
Xanthophyllum eurhynchum,NA,0.0254469,29.5
Balthasaria schliebenii,NA,0.004778362,30
Bauhinia rufescens,NA,0.004417865,30
Ceriops tagal,NA,0.000962113,30
Cornus walteri,NA,0.003216991,30
Erythroxylum mannii,NA,0.005944679,30
Genipa americana,T,0.003216991,30
Keetia hispida,NA,0.005281017,30
Maclura brasiliensis,C,0.024052819,30
Mansonia altissima,NA,0.007088218,30
Magnolia floribunda,NA,0.001520531,30
Olea hainanensis,NA,0.003848451,30
Pelliciera rhizophorae,NA,0.002869583,30
Pentaphylax euryoides,NA,0.001134115,30
Prosopis flexuosa,T,0.013273229,30
Symplocos arborea,S_T,0.004417865,30
Tamarix senegalensis,NA,0.006361725,30
Ulmus lanceifolia,T,0.01070105,30
Alstonia angustifolia,NA,0.005281017,31
Erythroxylum amazonicum,NA,0.002733971,31
Espadaea amoena,NA,0.002922467,31
Ilex volkensiana,NA,0.002733971,31
Magnolia fulva,NA,0.002123717,31
Schefflera leucantha,NA,0.002123717,31
Ziziphus chloroxylon,NA,0.003848451,31
Ziziphus reticulata,NA,0.004417865,31
Jacaranda mimosifolia,S_T,0.003413733,31.3
Schefflera vieillardii,NA,0.003971759,31.5
Cornus volkensii,T,0.005808805,32
Cornus wilsoniana,S,0.003525652,32
Cuviera nigrescens,NA,0.001256637,32
Bignonia aequinoctialis,C,0.010568318,32
Ilex liukiuensis,NA,0.002290221,32
Ilex martiniana,NA,0.003848451,32
Prosopis farcta,NA,0.005026548,32
Prunus undulata,NA,0.003216991,32
Schefflera crassipes,NA,0.003318307,32
Schefflera pachyphylla,NA,0.002042821,32
Sorbaria kirilowii,NA,0.004185387,32
Stenanona costaricensis,NA,0.002922467,32
Stenanona panamensis,NA,0.003974507,32
Strychnos trinervis,NA,0.011309734,32
Symplocos deflexa,NA,0.002375829,32
Archboldiodendron calosericeum,NA,0.005410608,33
Cornus schindleri,NA,0.002463009,33
Ilex rotunda,T,0.002922467,33
Kunzea ericoides,S,0.003318307,33
Maesa macrophylla,NA,0.002551759,33
Magnolia dandyi,NA,0.005410608,33
Morus nigra,NA,0.016060607,33
Naucleopsis concinna,NA,0.005674502,33
Nestegis apetala,S_T,0.002642079,33
Pittosporum ramiflorum,NA,0.004417865,33
Pouteria alnifolia,NA,0.005026548,33
Strychnos poeppigii,S,0.005026548,33
Styrax leprosus,NA,0.00453646,33
Torricellia angulata,NA,0.010563605,33
Uncaria tomentosa,C,0.021642432,33
Ziziphus jujuba,S,0.006361725,33
Ziziphus oenopolia,NA,0.009503318,33
Acer campbellii,NA,0.001963495,34
Cornus peruviana,NA,0.003216991,34
Cylicomorpha parviflora,NA,0.010568318,34
Erythroxylum deciduum,NA,0.00453646,34
Freziera undulata,NA,0.005674502,34
Hedycarya arborea,T,0.001963495,34
Ilex rimbachii,NA,0.003019071,34
Magnolia championii,NA,0.001590431,34
Manglietia pachyclada,NA,0.002463009,34
Magnolia chapensis,NA,0.002642079,34
Schefflera bordenii,NA,0.002206183,34
Symplocos celastrinea,NA,0.004185387,34
Xanthophyllum flavescens,NA,0.020106193,34
Xanthophyllum arnottianum,NA,0.020106193,34
Ziziphus inermis,NA,0.005026548,34
Marcgravia sintenisii,C,0.003393313,34.5
Schima wallichii,NA,0.005872946,34.7
Alniphyllum pterospermum,NA,0.004071504,35
Calligonum comosum,S,0.009503318,35
Condaliopsis obtusifolia,NA,0.005674502,35
Sebastiania commersoniana,NA,0.002827433,35
Haloxylon persicum,S,0.001963495,35
Laurus nobilis,S,0.002463401,35
Magnolia grandis,NA,0.005152997,35
Mastixia pentandra,NA,0.006221139,35
Mastixia trichotoma,NA,0.007853982,35
Magnolia balansae,T,0.002827433,35
Octoknema borealis,T,0.004417865,35
Olea paniculata,NA,0.002827433,35
Schefflera neocaledonica,NA,0.002733971,35
Sonneratia griffithii,NA,0.006082123,35
Symplocos cerasifolia,NA,0.005541769,35
Symplocos limoncillo,NA,0.003525652,35
Schefflera nono,NA,0.005256277,35.5
Aristolochia iquitensis,NA,0.005674502,36
Berchemia racemosa,NA,0.011309734,36
Sebastiania schottiana,NA,0.001590431,36
Magnolia sprengeri,NA,0.005026548,36
Schefflera elongatum,NA,0.002463009,36
Schefflera euthytricha,NA,0.003117245,36
Schefflera pseudocandelabrum,NA,0.003961548,36
Stewartia rubiginosa,NA,0.003318307,36
Symplocos henschelii,NA,0.002206183,36
Symplocos rubiginosa,NA,0.004417865,36
Altingia excelsa,NA,0.005674502,37
Ehrendorferia chrysantha,NA,0.006939778,37
Euphorbia dendroides,NA,0.001134115,37
Ilex inundata,T,0.002463009,37
Ilex sideroxyloides,T,0.00453646,37
Prunus napaulensis,NA,0.005410608,37
Sonneratia alba,NA,0.007088218,37
Symplocos guianensis,NA,0.004071504,37
Ziziphus glabrata,NA,0.007088218,37
Alstonia spectabilis,NA,0.004417865,38
Balfourodendron riedelianum,NA,0.005554336,38
Casuarina cunninghamiana,T,0.007409446,38
Chrysophyllum gonocarpum,T,0.002827433,38
Cornus bretschneideri,NA,0.003117245,38
Guibourtia conjugata,NA,0.005674502,38
Machaerium scleroxylon,NA,0.006361725,38
Schefflera osyana,NA,0.003631681,38
Schlegelia parasitica,NA,0.001256637,38
Styrax serrulatus,NA,0.003525652,38
Weinmannia blumei,NA,0.005541769,38
Cornus disciflora,T,0.004656626,39
Eurya megatrichocarpa,NA,0.003848451,39
Ilex guianensis,T,0.005152212,39
Mastixia arborea,NA,0.005152997,39
Myrica esculenta,T,0.001590431,39
Pittosporum pullifolium,T,0.002827433,39
Abutilon pannosum,NA,0.003117245,40
Alluaudia ascendens,NA,0.005026548,40
Brassaiopsis mitis,NA,0.003318307,40
Capparis cartilaginea,NA,0.004417865,40
Colutea abyssinica,NA,0.002375829,40
Ilex krugiana,NA,0.003117245,40
Ilex mitis,T,0.004397052,40
Ilex nayana,NA,0.005541769,40
Rhamnus humboldtiana,NA,0.003318307,40
Lycium depressum,NA,0.003631681,40
Marcgravia rectiflora,C,0.003421194,40
Mastixia tetrapetala,NA,0.003848451,40
Magnolia shiluensis,NA,0.005026548,40
Nestegis cunninghamii,NA,0.001590431,40
Olea brachiata,NA,0.002827433,40
Quercus infectoria,NA,0.010386891,40
Quillaja brasiliensis,NA,0.003019071,40
Sessea brasiliensis,NA,0.004417865,40
Stereospermum euphorioides,NA,0.011309734,40
Strychnos bredemeyeri,NA,0.013273229,40
Alangium platanifolium,S_T,0.001520531,41
Aucuba himalaica,S,0.001017876,41
Ilex anomala,T,0.003600658,41
Mastixia tetrandra,NA,0.005410608,41
Michelia alba,NA,0.004071504,41
Nestegis lanceolata,NA,0.001385442,41
Pittosporum ferrugineum,NA,0.00430084,41
Styrax odoratissimus,NA,0.003959192,41
Symplocos atjehensis,NA,0.002827433,41
Acer cappadocicum,T,0.002733971,42
Cornus walteri,S,0.003216991,42
Ilex dioica,NA,0.002375829,42
Mastixia rostrata,NA,0.004417865,42
Magnolia foveolata,NA,0.001520531,42
Paliurus spina-christi,NA,0.002552544,42
Cornus controversa,T,0.003251088,42.2
Ilex amplifolia,NA,0.003525652,43
Ilex havilandii,NA,0.002168092,43
Keetia cornelia,NA,0.001256637,43
Magnolia coco,NA,0.000754768,43
Cordia americana,T,0.004133158,43
Toronia toru,NA,0.001661903,43
Platanus kerrii,NA,0.006939778,43
Schefflera petelotii,NA,0.001134115,43
Strychnos tarapotensis,S,0.002827433,43
Ziziphus rhodoxylon,NA,0.004417865,43
Erythroxylum corymbosum,NA,0.003525652,44
Ilex canariensis,T,0.002552544,44
Kunzea sinclairii,NA,0.002642079,44
Magnolia foveolata,NA,0.003739281,44
Nestegis montana,NA,0.001194591,44
Prunus zippeliana,NA,0.003848451,44
Handroanthus chrysanthus,T,0.002281189,44
Dodonaea viscosa,S,0.002457511,44.7
Capparis decidua,NA,0.003318307,45
Cornus capitata,NA,0.001809557,45
Cornus hongkongensis,NA,0.001963495,45
Curtisia dentata,T,0.002123717,45
Limbarda crithmoides,NA,0.000855299,45
Krugiodendron ferreum,T,0.002922467,45
Leucopogon cymbulae,NA,0.001141184,45
Maerua crassifolia,NA,0.001809557,45
Magnolia cylindrica,NA,0.003318307,45
Mastixia eugenioides,NA,0.004778362,45
Magnolia coriacea,NA,0.002827433,45
Nerium oleander,S_T,0.002375829,45
Schefflera actinophylla,S_T,0.004417865,45
Schefflera avenis,NA,0.003959192,45
Schefflera pauciflora,NA,0.003631681,45
Sideroxylon obtusifolium,T,0.002827433,45
Vitex agnus-castus,S,0.004417865,45
Prunus wilsonii,NA,0.004417865,45.5
Schefflera elegantissima,NA,0.002601631,45.5
Cornus macrophylla,S,0.003307492,45.6
Ilex chapaensis,NA,0.005541769,46
Illicium ridleyanum,NA,0.003421194,46
Symplocos laeteviridis,NA,0.005410608,46
Carpinus betulus,S_T,0.002720619,46.5
Cuviera longiflora,NA,0.001963495,47
Ilex ovalifolia,NA,0.003117245,47
Magnolia dawsoniana,NA,0.003959192,47
Schefflera pes-avis,NA,0.002463009,47
Styrax confusus,S_T,0.003117245,47
Punica granatum,NA,0.002043606,47.5
Cryptocarya natalensis,NA,0.009503318,48
Ilex dahoon,NA,0.003631681,48
Ilex macfadyenii,T,0.002642079,48
Ilex discolor,NA,0.002123717,48
Impatiens arguta,NA,0.001661903,48
Dolichandra unguis-cati,C,0.009852035,48
Pelargonium vitifolium,NA,0.002290221,48
Schefflera chinensis,NA,0.00453646,48
Styrax obassis,NA,0.001922655,48
Tecoma stans,S_T,0.002746537,48
Weigela hortensis,NA,0.002827433,48
Elaeocarpus dentatus,NA,0.002290221,48.5
Acer pectinatum,NA,0.002206183,49
Alstonia macrophylla,T,0.005026548,49
Anemopaegma robustum,NA,0.001194591,49
Carpodetus serratus,T,0.001749741,49
Corylus ferox,NA,0.001520531,49
Eriobotrya cavaleriei,NA,0.002206183,49
Erythroxylum cataractarum,NA,0.002463009,49
Polyscias cutispongia,NA,0.001809557,49
Magnolia odora,NA,0.003848451,49
Pyrenaria menglaensis,NA,0.003318307,49
Styrax officinalis,NA,0.002558827,49
Atriplex halimus,S,0.002642079,50
Avicennia marina,S_T,0.003117245,50
Gilletiodendron glandulosum,NA,0.002827433,50
Gymnanthes lucida,NA,0.000855299,50
Agathophora alopecuroides,NA,0.000962113,50
Haloxylon salicornicum,NA,0.000962113,50
Magnolia conifera,NA,0.003117245,50
Nyctanthes arbor-tristis,T,0.002375829,50
Rhus glabra,NA,0.002551759,50
Schefflera plerandroides,NA,0.001809557,50
Sorbaria tomentosa,S,0.002463009,50
Suaeda vermiculata,S,0.002206183,50
Suaeda monoica,NA,0.001134115,50
Canthium simile,NA,0.001963495,51
Eurya trichocarpa,NA,0.004417865,51
Karwinskia parvifolia,NA,0.003848451,51
Magnolia denudata,NA,0.00490167,51
Magnolia insignis,NA,0.003421194,51
Schefflera moratiana,NA,0.002012583,51
Zanthoxylum caribaeum,NA,0.003216991,51
Agarista salicifolia,NA,0.002124502,52
Prunus kansuensis,NA,0.00107521,52
Cornus parviflora,NA,0.002123717,52
Licaria campechiana,NA,0.003318307,52
Magnolia globosa,NA,0.002375829,52
Schefflera palmiformis,NA,0.002922467,52
Alniphyllum fortunei,T,0.002733971,53
Afrocanthium mundianum,NA,0.001885741,53
Jacaratia corumbensis,NA,0.001885741,53
Prunus hypotricha,NA,0.004417865,53
Melliodendron xylocarpum,NA,0.00453646,53
Magnolia martini,T,0.004417865,53
Handroanthus impetiginosus,T,0.002733971,53
Ilex excelsa,NA,0.003848451,54
Leptospermum scoparium,S,0.002375829,54
Pelargonium papilionaceum,NA,0.001963495,54
Schefflera candelabrum,NA,0.002922467,54
Cornus kousa,S,0.002365576,54.2
Prunus cerasus,T,0.003180768,54.28627819
Magnolia fordiana,NA,0.003690193,54.5
Ilex divaricata,NA,0.002375829,55
Ilex intricata,NA,0.001452201,55
Magnolia cathcartii,NA,0.002827433,55
Melliodendron xylocarpum,NA,0.003216991,55
Magnolia compressa,T,0.002463009,55
Ochradenus baccatus,NA,0.005674502,55
Tamarix tetragyna,NA,0.005674502,55
Albizia obbiadensis,NA,0.001590431,56
Garrya longifolia,NA,0.001963495,56
Karwinskia mollis,NA,0.003019071,56
Prunus conradinae,NA,0.003318307,56
Tamarix smyrnensis,NA,0.002596723,56
Thottea siliquosa,NA,0.003151803,56
Cornus chinensis,NA,0.002206183,57
Erythroxylum carthagenense,NA,0.002827433,57
Pyrostria affinis,NA,0.001661903,57
Schefflera taomensis,NA,0.002463009,57
Cornus florida,NA,0.002463009,58
Cornus hongkongensis,NA,0.002290221,58
Cornus nuttallii,T,0.002551759,58
Cornus schindleri,NA,0.001520531,58
Magnolia obovata,NA,0.00430084,58
Rytigynia verruculosa,NA,0.001194591,58
Schefflera globulifera,NA,0.003848451,58
Schefflera toto,NA,0.001963495,58
Argemone turnerae,NA,0.00107521,59
Erythroxylum pulchrum,NA,0.001590431,59
Karwinskia latifolia,NA,0.003959192,59
Maesa montana,NA,0.001809557,59
Magnolia kwangtungensis,NA,0.002290221,59
Symplocos cochinchinensis,NA,0.002922467,59
Anabasis articulata,NA,0.000615752,60
Anabasis syriaca,NA,0.000962113,60
Cleome droserifolia,S,0.002375829,60
Gonocytisus pterocladus,NA,0.002375829,60
Hesperomeles lanuginosa,NA,0.002123717,60
Lycium europaeum,NA,0.005410608,60
Magnolia zenii,NA,0.001963495,60
Magnolia dandyi,NA,0.001661903,60
Mida salicifolia,NA,0.001256637,60
Nicotiana glauca,NA,0.002827433,60
Osmanthus didymopetalus,NA,0.001256637,60
Osmanthus yunnanensis,NA,0.000962113,60
Pluchea dioscoridis,NA,0.002206183,60
Searsia tripartita,NA,0.003848451,60
Sorbaria kirilowii,NA,0.001734945,60
Suaeda asphaltica,NA,0.000855299,60
Viburnum plicatum,NA,0.002375829,60
Candolleodendron brachystachyum,NA,0.002463009,61
Erythroxylum pelleterianum,NA,0.001320254,61
Gordonia amboinensis,NA,0.004243114,61
Illicium tenuifolium,NA,0.003019071,61
Karwinskia calderonii,NA,0.003739281,61
Mansoa puberulus,NA,0.009160884,61
Reynosia septentrionalis,NA,0.002123717,61
Erythroxylum citrifolium,NA,0.002375829,62
Erythroxylum elegans,NA,0.002733971,62
Henoonia myrtifolia,NA,0.001520531,62
Prunus fordiana,NA,0.003019071,62
Nuxia verticillata,NA,0.000706858,62
Amphilophium crucigerum,C,0.011499015,62
Spiraea nervosa,NA,0.001452201,62
Ziziphus laurinus,NA,0.003848451,62
Chaenomeles thibetica,NA,0.003117245,63
Leucopogon richei,NA,0.000754768,63
Mansonia gagei,NA,0.001134115,63
Nyssa ogeche,NA,0.002733971,63
Olea capensis,T,0.003318307,63
Olea lancea,NA,0.003318307,63
Pterostyrax corymbosus,NA,0.003216991,63
Schefflera veitchii,NA,0.002042821,63
Jacaranda ulei,NA,0.002551759,63.5
Fridericia chica,C,0.004417865,64
Chloranthus multistachys,NA,0.001194591,64
Cornus meyeri,NA,0.000804248,64
Erythroxylum gracilipes,NA,0.002922467,64
Ilex casiquiarensis,NA,0.003525652,64
Ilex quercetorum,T,0.001385442,64
Tecomanthe dendrophila,NA,0.009503318,64
Aspidosperma polyneuron,NA,0.002375829,65
Capparis spinosa,S,0.003651316,65
Cercocarpus ledifolius,T,0.001256637,65
Holodiscus discolor,S,0.000962113,65
Magnolia delavayi,NA,0.002375829,65
Osmanthus choripetalus,NA,0.001590431,65
Punica protopunica,NA,0.002123717,65
Searsia pentaphylla,NA,0.003117245,65
Schefflera polydactylis,NA,0.001564906,65
Schefflera reginae,NA,0.001452201,65
Sinojackia xylocarpa,NA,0.001590431,65
Erythroxylum squamatum,NA,0.001885741,66
Ilex theezans,T,0.001963495,66
Schefflera hemiepiphytica,NA,0.002642079,66
Weigela floribunda,NA,0.002206183,66
Erythroxylum ulei,NA,0.002042821,67
Illicium arborescens,NA,0.003959192,67
Rhamnidium elaeocarpum,T,0.009676891,67
Rhamnidium nipense,NA,0.009676891,67
Aristolochia californica,NA,0.006082123,68
Catophractes alexandri,NA,0.001885741,68
Aristolochia holostylis,NA,0.000962113,68
Ilex crenata,S,0.001170243,68
Magnolia changhungtana,NA,0.002375829,68
Pyrostria madagascariensis,NA,0.002206183,68
Symplocos ophirensis,NA,0.003216991,68
Styrax japonicus,S_T,0.001910351,68.35202996
Symplocos paniculata,S,0.002284723,68.5
Erythroxylum mucronatum,NA,0.002290221,69
Ilex argentina,T,0.002463009,69
Ilex curranii,NA,0.001885741,69
Ilex fragilis,NA,0.002375829,69
Magnolia nitida,NA,0.003913246,69
Magnolia maudiae,NA,0.001963495,69
Pelargonium hispidum,NA,0.001661903,69
Schefflera heptaphylla,T,0.003318307,69
Styrax americanus,NA,0.001963495,69
Cornus capitata,T,0.001555481,69.5
Cornus asperifolia,NA,0.001256637,70
Cornus oblonga,NA,0.002375829,70
Cornus hongkongensis,NA,0.003525652,70
Dittrichia viscosa,NA,0.000855299,70
Ilex micrococca,NA,0.002922467,70
Lycium schweinfurthii,S,0.003631681,70
Magnolia laevifolia,NA,0.002827433,70
Pelargonium cucullatum,NA,0.001452201,70
Prunus cornuta,NA,0.002642079,70
Salsola vermiculata,S,0.000415476,70
Spartium junceum,S,0.002642079,70
Tamarix amplexicaulis,NA,0.002827433,70
Aucuba chinensis,T,0.000754768,71
Cornus mas,NA,0.001385442,71
Ilex cassine,NA,0.001888883,71
Pelargonium citronellum,NA,0.000855299,71
Camptotheca acuminata,NA,0.002290221,72
Cornus excelsa,NA,0.001520531,72
Cornus sericea,NA,0.002123717,72
Drypetes lateriflora,T,0.002042821,72
Erythroxylum lineolatum,NA,0.002206183,72
Erythroxylum monogynum,NA,0.002290221,72
Ilex chinensis,T,0.001385442,72
Maesa chisia,NA,0.001661903,72
Magnolia cavaleriei,NA,0.003959192,72
Bignonia magnifica,NA,0.003117245,72
Spiraea trilobata,NA,0.000594154,72
Symplocos zizyphoides,NA,0.002642079,72
Eurya tigang,NA,0.003369751,72.5
Ilex integra,NA,0.001696853,73
Ilex montana,S_T,0.00222307,73
Lyonia jamaicensis,T,0.000855299,73
Malus rockii,NA,0.001385442,73
Nyssa sinensis,NA,0.002922467,73
Prunus obtusata,NA,0.002551759,73
Spiraea blumei,NA,0.000754768,73
Ascarina lucida,S,0.001661903,74
Erythroxylum macrophyllum,NA,0.001661903,74
Erythroxylum mexicanum,NA,0.002290221,74
Ileostylus micranthus,NA,0.001134115,74
Ilex formosana,NA,0.002375829,74
Monotoca elliptica,S,0.000713927,74
Bulnesia arborea,T,0.002827433,75
Magnolia ernestii,NA,0.002206183,75
Nyssa sylvatica,NA,0.001885741,75
Salsola tetrandra,S,0.000706858,75
Styrax formosanus,NA,0.003959192,75
Tamarix parviflora,NA,0.003117245,75
Calliandra fragrans,NA,0.006082123,76
Cyathodes glauca,NA,0.000452389,76
Fernelia buxifolia,NA,0.000706858,76
Ilex insignis,NA,0.003019071,76
Illicium henryi,T,0.002922467,76
Magnolia officinalis,NA,0.002642079,76
Reynosia mucronata,NA,0.002206183,76
Cornus kousa,NA,0.001590431,76
Anemopaegma karstenii,NA,0.003739281,77
Cornus sanguinea,S,0.001214226,77
Cornus foemina,NA,0.002290221,77
Erythroxylum macrophyllum,T,0.002551759,77
Ilex latifolia,T,0.001963495,77
Trochocarpa laurina,T,0.001259779,77
Ilex cinerea,NA,0.002733971,78
Ilex goshiensis,NA,0.002382898,78
Myxopyrum nervosum,NA,0.003631681,78
Aristotelia serrata,T,0.001520531,79
Bourreria purpusii,NA,0.000706858,79
Dracophyllum uniflorum,S,0.000706858,79
Styphelia abietina,NA,0.000754768,79
Erythroxylum macrophyllum,NA,0.001661903,79
Erythroxylum suberosum,NA,0.002123717,79
Ilex cornuta,NA,0.000952295,79
Prunus perulata,NA,0.002375829,79
Teucridium parvifolium,NA,0.000380133,79
